mgi_symbol,hgnc_symbol
Gm13043,PRAMEF19
Gm13043,PRAMEF17
Gm13043,PRAMEF20
Paqr4,PAQR4
Snord90,SNORD90
Gm23955,RNU6-1177P
Mrpl22,MRPL22
Gm23228,RN7SKP128
Sds,SDS
Psmd4,PSMD4
Gm42674,S100A3
Chst11,CHST11
Cit,CIT
Gm24936,RN7SKP249
Bpifa3,BPIFA3
Gm24873,RNU6-6P
Lrrc41,LRRC41
Lum,LUM
Parp12,PARP12
Mrpl12,MRPL12
Pla2g3,PLA2G3
Gje1,GJE1
Cux2,CUX2
Cmc1,CMC1
Gm23613,SNORA36C
Zcchc11,TUT4
Dnmt1,DNMT1
Adad1,ADAD1
Gm23850,RNU1-115P
Gm26146,RNU1-140P
Gm25332,RNU6-808P
Gm25332,RNU6-426P
Upk3bl,UPK3BL1
Fam47e,FAM47E-STBD1
Fam47e,FAM47E
Gm22597,RNU6-107P
Prr9,PRR9
Olfml3,OLFML3
Gm22846,RN7SKP91
Scfd1,SCFD1
Rogdi,ROGDI
Trav8d-1,TRAV17
Nob1,NOB1
C87977,PRAMEF12
C87977,PRAMEF1
C87977,PRAMEF11
C87977,PRAMEF2
C87977,PRAMEF6
C87977,PRAMEF7
C87977,PRAMEF10
C87977,PRAMEF4
C87977,PRAMEF27
C87977,PRAMEF25
C87977,PRAMEF26
C87977,PRAMEF9
C87977,PRAMEF13
C87977,PRAMEF18
C87977,PRAMEF5
C87977,PRAMEF14
C87977,PRAMEF15
C87977,PRAMEF8
C87977,PRAMEF33
C87977,PRAMEF19
C87977,PRAMEF17
C87977,PRAMEF20
Ror1,ROR1
Gm22387,SCARNA3
Gm22847,RNU1-74P
Gm24406,SNORA2A
March4,MARCH4
Hsbp1l1,HSBP1L1
Ubac1,UBAC1
Pramel5,PRAMEF12
Pramel5,PRAMEF1
Pramel5,PRAMEF11
Pramel5,PRAMEF2
Pramel5,PRAMEF6
Pramel5,PRAMEF7
Pramel5,PRAMEF10
Pramel5,PRAMEF4
Pramel5,PRAMEF27
Pramel5,PRAMEF25
Pramel5,PRAMEF26
Pramel5,PRAMEF9
Pramel5,PRAMEF13
Pramel5,PRAMEF18
Pramel5,PRAMEF5
Pramel5,PRAMEF14
Pramel5,PRAMEF15
Pramel5,PRAMEF8
Pramel5,PRAMEF33
Pramel5,PRAMEF19
Pramel5,PRAMEF17
Pramel5,PRAMEF20
1700102P08Rik,C3orf62
Snord61,SNORD61
Hyi,HYI
Grid2,GRID2
Cracr2a,CRACR2A
Rce1,RCE1
Kprp,KPRP
Kcna10,KCNA10
Gm22747,RNU6-611P
Glis1,GLIS1
Gm22876,RN7SL810P
Gm22876,RN7SL657P
Gm22876,RN7SL108P
Gm22876,RN7SL801P
Gm22876,RN7SL722P
Gm22876,RN7SL763P
Gm22876,RN7SL846P
Gm22876,RN7SL787P
Gm22876,RN7SL63P
Gm22876,RN7SL870P
Gm22876,RN7SL782P
Gm22876,RN7SL574P
Gm22876,RN7SL35P
Gm22876,RN7SL589P
Gm22876,RN7SL565P
Gm22876,RN7SL745P
Gm22876,RN7SL205P
Gm22876,RN7SL544P
Gm22876,RN7SL517P
Gm22876,RN7SL52P
Gm22876,RN7SL321P
Scamp3,SCAMP3
Nr1d1,NR1D1
Actl6a,ACTL6A
Zic1,ZIC1
Spry1,SPRY1
Frrs1,FRRS1
Cnbp,CNBP
A530016L24Rik,C14orf180
Gm23983,RNA5SP374
Gm25621,RNA5SP89
Mtmr11,MTMR11
Gm24105,RN7SL666P
Snord42b,SNORD42B
Mbd4,MBD4
1700017N19Rik,C12orf50
Slc4a10,SLC4A10
Trav6-7-dv9,TRAV9-2
Gm26446,RNU6-1005P
Emc3,EMC3
n-R5s136,RNA5S15
n-R5s136,RNA5SP150
Efcab14,EFCAB14
Gm26183,SCARNA17
Rflna,RFLNA
Yif1b,YIF1B
Usp43,USP43
Zfp518b,ZNF518B
Mettl7b,METTL7B
Gm23783,RNU6-1327P
Gm22628,RNU6-5P
Med7,MED7
Wdr17,WDR17
Pilrb2,PILRA
Pilrb2,PILRB
1500009L16Rik,C12orf75
Pa2g4,PA2G4
Pias1,PIAS1
Cnn3,CNN3
Alpl,ALPL
Gm26314,RNU6-364P
Samd13,SAMD13
Foxd2,FOXD2
Rfx5,RFX5
Wdr3,WDR3
Rlf,RLF
Cfap73,CFAP73
Kcna3,KCNA3
Vav1,VAV1
Gm22490,SNORA40C
Gm22490,SNORA40
Gm22490,SNORA40B
Gata2,GATA2
Hist2h2bb,HIST2H2BF
Epb42,EPB42
Tmpo,TMPO
Asb5,ASB5
Ppp1r2,PPP1R2B
Fbrsl1,FBRSL1
Trav12-3,TRAV18
Cmtm7,CMTM7
Agbl4,AGBL4
Tec,TEC
Rtn4r,RTN4R
Btg4,BTG4
Gm26215,SCARNA20
Gm26403,RNU6-1198P
Cd74,CD74
Sept14,SEPT14
Gm24878,RNU6-425P
Ubqln4,UBQLN4
Gm26008,RNU6-365P
Gm25413,RN7SKP266
Fbxl6,FBXL6
Zbed4,ZBED4
Fam214a,FAM214A
Gm25619,RNU6-1184P
Pramel4,PRAMEF12
Pramel4,PRAMEF1
Pramel4,PRAMEF11
Pramel4,PRAMEF2
Pramel4,PRAMEF6
Pramel4,PRAMEF7
Pramel4,PRAMEF10
Pramel4,PRAMEF4
Pramel4,PRAMEF27
Pramel4,PRAMEF25
Pramel4,PRAMEF26
Pramel4,PRAMEF9
Pramel4,PRAMEF13
Pramel4,PRAMEF18
Pramel4,PRAMEF5
Pramel4,PRAMEF14
Pramel4,PRAMEF15
Pramel4,PRAMEF8
Pramel4,PRAMEF33
Pramel4,PRAMEF19
Pramel4,PRAMEF17
Pramel4,PRAMEF20
Gm22813,SCARNA4
Rnf148,RNF148
Gm26228,RNU6-1038P
Fam46c,TENT5C
Trav6d-3,TRAV9-2
Ccdc137,CCDC137
En2,EN2
Fam159a,SHISAL2A
Gm25577,RNU6-47P
Cd2,CD2
Snora73a,SNORA73B
Snora73a,SNORA73A
Hpf1,HPF1
Gm24044,SNORA6
Gm22381,RNU6-1057P
Gda,GDA
Snx10,SNX10
Gabpb2,GABPB2
Pde6g,PDE6G
Mrps12,MRPS12
Snora5c,SNORA5C
Gm25968,RNU6-1082P
Cav1,CAV1
Mab21l3,MAB21L3
Actb,ACTB
Foxj3,FOXJ3
Gm23330,RNU1-19P
Sorbs2,SORBS2
Dhx8,DHX8
n-R5s8,RNA5SP40
Qsox2,QSOX2
Gm23342,RNA5SP201
2810403A07Rik,KHDC4
Snord59a,SNORD59A
Gp6,GP6
Cox6a1,COX6A1
Il12a,IL12A
Mmp24,MMP24
Olfr791,OR6C2
Zfp644,ZNF644
Hyal3,HYAL3
Ifngr2,IFNGR2
Gm25923,RNA5SP307
Marco,MARCO
Stk25,STK25
Pramef6,PRAMEF12
Pramef6,PRAMEF1
Pramef6,PRAMEF11
Pramef6,PRAMEF2
Pramef6,PRAMEF6
Pramef6,PRAMEF7
Pramef6,PRAMEF10
Pramef6,PRAMEF4
Pramef6,PRAMEF27
Pramef6,PRAMEF25
Pramef6,PRAMEF26
Pramef6,PRAMEF9
Pramef6,PRAMEF13
Pramef6,PRAMEF18
Pramef6,PRAMEF5
Pramef6,PRAMEF14
Pramef6,PRAMEF15
Pramef6,PRAMEF8
Pramef6,PRAMEF33
Pramef6,PRAMEF19
Pramef6,PRAMEF17
Pramef6,PRAMEF20
Skap2,SKAP2
Pou5f1,POU5F1B
Olfr814,OR6C70
Gm25284,RNU4-38P
Robo1,ROBO1
Mrgprx1,MRGPRX3
Mrgprx1,MRGPRX4
Pqbp1,PQBP1
Gm25432,SNORD86
Gm24016,SNORD54
Bpifb4,BPIFB4
Pqlc1,PQLC1
Gm22290,RNU6-44P
Tfg,TFG
Gm26049,RNU6-681P
Prkacb,PRKACB
Filip1l,FILIP1L
Cyp4x1,CYP4X1
Gm23987,SNORA79
Msrb3,MSRB3
Foxf1,FOXF1
Gm22816,RNA5SP330
Gm22816,RNA5SP131
Gm26045,RN7SKP189
Spata20,SPATA20
Agl,AGL
Akap12,AKAP12
Ccdc63,CCDC63
Gm22107,RNU6-289P
n-R5s82,RNA5SP287
Elp5,ELP5
Trav8d-2,TRAV17
Tnni3,TNNI3
Trav6d-6,TRAV9-2
Col10a1,COL10A1
Stil,STIL
Gm13101,PRAMEF12
Gm13101,PRAMEF1
Gm13101,PRAMEF11
Gm13101,PRAMEF2
Gm13101,PRAMEF6
Gm13101,PRAMEF7
Gm13101,PRAMEF10
Gm13101,PRAMEF4
Gm13101,PRAMEF27
Gm13101,PRAMEF25
Gm13101,PRAMEF26
Gm13101,PRAMEF9
Gm13101,PRAMEF13
Gm13101,PRAMEF18
Gm13101,PRAMEF5
Gm13101,PRAMEF14
Gm13101,PRAMEF15
Gm13101,PRAMEF8
Gm13101,PRAMEF33
Gm13101,PRAMEF19
Gm13101,PRAMEF17
Gm13101,PRAMEF20
Gm24851,RNU6-855P
Gm24851,RNU6-938P
Gm23148,RNU6-820P
Slain2,SLAIN2
n-R5s2,RNA5SP359
n-R5s2,RNA5SP523
n-R5s2,RNA5SP124
n-R5s2,RNA5SP520
S100a16,S100A16
Gm24142,RNU6-318P
Rorb,RORB
4930558C23Rik,CTXND2
Nlrp2,NLRP7
Efcc1,EFCC1
Med13l,MED13L
Mfn1,MFN1
Tmem140,TMEM140
Slc2a9,SLC2A9
Ighd,IGHD
Dynll1,DYNLL1
Gm23380,RNA5SP164
Gm23856,RNU6-299P
Gm23856,RNU6-237P
Gm23856,RNU6-164P
3110062M04Rik,CYREN
Gm22738,RNU1-15P
Grb2,GRB2
Fcf1,FCF1
Gm26170,RNU1-52P
Dicer1,DICER1
Gm22823,RNU6-3P
Gm22823,RNU6-9
Grk1,GRK1
Cldn19,CLDN19
Gm22472,RNU11-2P
Gm22472,RNU11-6P
Htr5a,HTR5A
Sema4a,SEMA4A
Apol8,APOL3
Apol8,APOL4
Apol8,APOL2
Apol8,APOL1
Sv2a,SV2A
Gm22305,RNU6-209P
Zscan2,ZSCAN2
Gm27326,SNORA21B
Prrg2,PRRG2
Mdm2,MDM2
Cxcl10,CXCL10
Trav12d-3,TRAV18
Gm22989,RNU6-743P
Gm24313,SNORA5A
n-R5s109,RNA5S16
Etfbkmt,ETFBKMT
Mmp1a,MMP1
Gm26076,RNU6-309P
Gm26048,SNORA55
Nfyb,NFYB
Podn,PODN
Tfec,TFEC
Mreg,MREG
Gyg,GYG1
Sestd1,SESTD1
Tatdn2,TATDN2
Gm22500,RNU6-1161P
Hoxa6,HOXA6
Dbn1,DBN1
Tsen2,TSEN2
Gm26177,RNU6-116P
Vps72,VPS72
Lmln,LMLN
Rfx4,RFX4
Rmnd1,RMND1
Usp17la,USP17L10
Usp17la,USP17L11
Usp17la,USP17L12
Usp17la,USP17L13
Usp17la,USP17L15
Usp17la,USP17L17
Usp17la,USP17L18
Usp17la,USP17L19
Usp17la,USP17L20
Usp17la,USP17L21
Usp17la,USP17L22
Usp17la,USP17L23
Usp17la,USP17L24
Usp17la,USP17L25
Usp17la,USP17L26
Usp17la,USP17L5
Usp17la,USP17L27
Usp17la,USP17L28
Usp17la,USP17L29
Usp17la,USP17L30
Naa11,NAA11
Ccdc36,CCDC36
Ksr2,KSR2
Pdpn,PDPN
Gm22205,SNORD114-23
Ctnnbip1,CTNNBIP1
Gm23002,RNU6-446P
Snord107,SNORD107
Ppm1k,PPM1K
Foxc2,FOXC2
Gabrr1,GABRR1
Ngrn,NGRN
Fez2,FEZ2
Marcks,MARCKS
Gm22485,RNU6-44P
Usp4,USP4
Mrps27,MRPS27
Btg1,BTG1
Gm25253,RNU6-169P
Gm25253,RNU6-1013P
Limk2,LIMK2
Cyp2d9,CYP2D6
Cyp2d9,CYP2D7
Kcnab1,KCNAB1
Vegfc,VEGFC
Galnt7,GALNT7
Gm25505,RN7SKP145
Gm26312,RNU1-68P
Gm26312,RNU1-49P
Gm26312,RNU1-143P
Gm26312,RNU1-6P
Gm26312,RNU1-5P
Asb14,ASB14
Aldh1a1,ALDH1A1
Gmfg,GMFG
Rad9b,RAD9B
Scyl1,SCYL1
Yipf1,YIPF1
Gm25659,RNA5SP22
Gm25659,RNA5SP87
Aadat,AADAT
Gm22094,RNA5SP170
Cyp4a12a,CYP4A11
Cyp4a12a,CYP4A22
Brca1,BRCA1
Olfr825,OR9K2
Gm23003,RNU6-431P
Nfia,NFIA
Atp4b,ATP4B
Gm22235,RNU6-1069P
D5Ertd577e,PRAMEF12
D5Ertd577e,PRAMEF1
D5Ertd577e,PRAMEF11
D5Ertd577e,PRAMEF2
D5Ertd577e,PRAMEF6
D5Ertd577e,PRAMEF7
D5Ertd577e,PRAMEF10
D5Ertd577e,PRAMEF4
D5Ertd577e,PRAMEF27
D5Ertd577e,PRAMEF25
D5Ertd577e,PRAMEF26
D5Ertd577e,PRAMEF9
D5Ertd577e,PRAMEF13
D5Ertd577e,PRAMEF18
D5Ertd577e,PRAMEF5
D5Ertd577e,PRAMEF14
D5Ertd577e,PRAMEF15
D5Ertd577e,PRAMEF8
D5Ertd577e,PRAMEF33
D5Ertd577e,PRAMEF19
D5Ertd577e,PRAMEF17
D5Ertd577e,PRAMEF20
Eif2a,EIF2A
Gsc,GSC
Defb43,DEFB131A
Gm24128,RNU6-1208P
S100a11,S100A11
Maf,MAF
Hpcal4,HPCAL4
S100a14,S100A14
Gm24674,RNU6-332P
Son,SON
Gm22701,RN7SL101P
Gm25403,VTRNA1-3
Gm25403,VTRNA3-1P
Gm25403,VTRNA1-1
Gm25403,VTRNA1-2
Gm25403,VTRNA2-2P
Atp8b2,ATP8B2
Gm22453,RN7SKP77
n-R5s198,RNA5SP401
Armt1,ARMT1
Gm26505,RNU1-34P
Gm25829,RNU6-5P
Lrp5,LRP5
Ulk1,ULK1
Gm23144,RNU6-45P
Gm23144,RNU6-39P
Wdtc1,WDTC1
,TMEM249
n-R5s68,RNA5SP106
Bglap2,BGLAP
Ifrd2,IFRD2
Gm23102,RNU5B-6P
Kdm7a,KDM7A
Ubr3,UBR3
Gm22208,RNU6-157P
Kif1b,KIF1B
Gm28047,ATF7
Pebp1,PEBP1
Mmp25,MMP25
Gm24311,RNU6-429P
Marveld3,MARVELD3
Gm27792,RNA5SP476
Gm11634,LINC00854
Gm25834,RNU6-899P
Gm25834,RNU6-961P
Tmprss12,TMPRSS12
Gm23069,RN7SKP216
Gm23069,RN7SKP73
Gsta2,GSTA3
Map6d1,MAP6D1
Gm25555,RNA5SP524
Map1lc3b,MAP1LC3B
Fank1,FANK1
Dok3,DOK3
Gm22613,RN7SKP259
Fam196a,FAM196A
Rimklb,RIMKLB
Akr1b10,AKR1B10
Akr1b10,AKR1B15
Clec4e,CLEC4E
Dock1,DOCK1
Gm22618,RNU6-14P
Zfp326,ZNF326
Gm24777,RNA5SP21
Gm24777,RNA5SP257
Atp6v1e2,ATP6V1E2
Gm22297,RNU6-470P
Igsf9b,IGSF9B
Slc16a4,SLC16A4
Rnu1b2,RNVU1-7
Sema4d,SEMA4D
Skor1,SKOR1
Gm25971,RN7SKP96
Gm26143,RNU6-885P
Plxna1,PLXNA1
Hapln3,HAPLN3
Fam19a1,FAM19A1
Gipr,GIPR
Gm23474,SNORD113-4
Dkk1,DKK1
Gm24546,RNU6-193P
Gm26072,RNU6-1147P
Gm25295,RN7SKP155
Pex14,PEX14
Myo16,MYO16
Gm24610,SNORA32
Gm23117,RNU6-198P
Ppt1,PPT1
Med15,MED15
Lrriq1,LRRIQ1
Ctdnep1,CTDNEP1
Cc2d2b,CC2D2B
Mettl7a1,METTL7A
Arpc3,ARPC3
Jam3,JAM3
Triml2,TRIML2
Exosc3,EXOSC3
Gm25819,RNU6-421P
Spdye4b,SPDYE6
Spdye4b,SPDYE2B
Spdye4b,SPDYE2
Spdye4b,SPDYE3
Gm23673,RN7SKP164
Gm22649,RN7SL47P
Gm22649,RN7SL766P
Gm22649,RN7SL192P
Gm22649,RN7SL113P
Gm22649,RN7SL342P
Gm22649,RN7SL83P
Gm22649,RN7SL426P
Gm22649,RN7SL483P
Gm22649,RN7SL341P
Gm22649,RN7SL278P
Gm22649,RN7SL498P
Gm22649,RN7SL620P
Gm22649,RN7SL567P
Gm22649,RN7SL627P
Gm22649,RN7SL687P
Gm22649,RN7SL630P
Gm22649,RN7SL172P
Gm22649,RN7SL271P
Gm22649,RN7SL261P
Gm22649,RN7SL743P
Gm22649,RN7SL165P
Gm22649,RN7SL394P
Gm22649,RN7SL40P
Dennd2d,DENND2D
Gm24072,RNU6-607P
Tfdp2,TFDP2
Kcnk10,KCNK10
Zfp148,ZNF148
Mgll,MGLL
Vti1a,VTI1A
Tgm5,TGM5
Tesc,TESC
Dohh,DOHH
Snora62,SNORA62
Gria2,GRIA2
Lama4,LAMA4
Gm26265,SNORA50A
Gm23037,RN7SKP185
Gm23037,RN7SKP175
Gm23037,RN7SKP118
Gm23905,RNA5SP279
1700029J07Rik,C4orf47
Slc25a51,SLC25A51
Gm26360,RNU6-659P
Gabrr2,GABRR2
Crtc2,CRTC2
Gm26139,RNU6-534P
BC080695,PRAMEF12
BC080695,PRAMEF1
BC080695,PRAMEF11
BC080695,PRAMEF2
BC080695,PRAMEF6
BC080695,PRAMEF7
BC080695,PRAMEF10
BC080695,PRAMEF4
BC080695,PRAMEF27
BC080695,PRAMEF25
BC080695,PRAMEF26
BC080695,PRAMEF9
BC080695,PRAMEF13
BC080695,PRAMEF18
BC080695,PRAMEF5
BC080695,PRAMEF14
BC080695,PRAMEF15
BC080695,PRAMEF8
BC080695,PRAMEF33
BC080695,PRAMEF19
BC080695,PRAMEF17
BC080695,PRAMEF20
Foxi2,FOXI2
Pced1b,PCED1B
Gm22270,SNORA66
Snord58b,SNORD58B
Gm24407,RNU4-2
Ccer2,CCER2
Gm25224,SNORD114-9
Gm25224,SNORD114-10
Gm25224,SNORD114-25
Gm25224,SNORD114-20
Gm25224,SNORD114-28
Tbx3,TBX3
BC022687,CLBA1
Kpna4,KPNA4
Gm24641,RNU6-13P
Faim,FAIM
BC051019,C11orf16
Serac1,SERAC1
Setd3,SETD3
Triml1,TRIML1
Btg1-ps1,BTG1
Myo15b,MYO15B
Skiv2l,SKIV2L
Gnat1,GNAT1
Shisa8,SHISA8
Slc35e3,SLC35E3
Gm23940,RNU6-425P
Gm23483,RNU6-1298P
Osbpl10,OSBPL10
Chadl,CHADL
Rbms1,RBMS1
Sdccag3,ENTR1
Asic5,ASIC5
Gm26373,RNU6-875P
Gm22336,RNU6-1291P
Snrnp40,SNRNP40
Plk2,PLK2
Gm22009,SCARNA7
Gm26065,RNU6-354P
Gm26065,RNU6-610P
Mras,MRAS
Mfap3l,MFAP3L
Aco2,ACO2
,PISD
Gm23377,SNORA17B
Gm25558,RNU6-570P
Gm12800,PRAMEF12
Gm12800,PRAMEF1
Gm12800,PRAMEF11
Gm12800,PRAMEF2
Gm12800,PRAMEF6
Gm12800,PRAMEF7
Gm12800,PRAMEF10
Gm12800,PRAMEF4
Gm12800,PRAMEF27
Gm12800,PRAMEF25
Gm12800,PRAMEF26
Gm12800,PRAMEF9
Gm12800,PRAMEF13
Gm12800,PRAMEF18
Gm12800,PRAMEF5
Gm12800,PRAMEF14
Gm12800,PRAMEF15
Gm12800,PRAMEF8
Gm12800,PRAMEF33
Gm12800,PRAMEF19
Gm12800,PRAMEF17
Gm12800,PRAMEF20
Gm26055,RNU6-1007P
Gm13084,PRAMEF12
Gm13084,PRAMEF1
Gm13084,PRAMEF11
Gm13084,PRAMEF2
Gm13084,PRAMEF6
Gm13084,PRAMEF7
Gm13084,PRAMEF10
Gm13084,PRAMEF4
Gm13084,PRAMEF27
Gm13084,PRAMEF25
Gm13084,PRAMEF26
Gm13084,PRAMEF9
Gm13084,PRAMEF13
Gm13084,PRAMEF18
Gm13084,PRAMEF5
Gm13084,PRAMEF14
Gm13084,PRAMEF15
Gm13084,PRAMEF8
Gm13084,PRAMEF33
Gm13084,PRAMEF19
Gm13084,PRAMEF17
Gm13084,PRAMEF20
Gm24486,RNU6-5P
Med8,MED8
A230050P20Rik,C19orf66
B020004J07Rik,PRAMEF12
B020004J07Rik,PRAMEF1
B020004J07Rik,PRAMEF11
B020004J07Rik,PRAMEF2
B020004J07Rik,PRAMEF6
B020004J07Rik,PRAMEF7
B020004J07Rik,PRAMEF10
B020004J07Rik,PRAMEF4
B020004J07Rik,PRAMEF27
B020004J07Rik,PRAMEF25
B020004J07Rik,PRAMEF26
B020004J07Rik,PRAMEF9
B020004J07Rik,PRAMEF13
B020004J07Rik,PRAMEF18
B020004J07Rik,PRAMEF5
B020004J07Rik,PRAMEF14
B020004J07Rik,PRAMEF15
B020004J07Rik,PRAMEF8
B020004J07Rik,PRAMEF33
B020004J07Rik,PRAMEF19
B020004J07Rik,PRAMEF17
B020004J07Rik,PRAMEF20
Gm24097,RNU6-708P
Trdv5,TRDV3
Gk2,GK2
Fcgrt,FCGRT
Ndc1,NDC1
Smpd2,SMPD2
BC028528,C1orf54
Pxn,PXN
Gm25560,RNU2-36P
Gm25560,RNU2-23P
Gm25560,RNU2-49P
Gm25300,RNU4-71P
Gm25300,RNU4-64P
Sema3e,SEMA3E
Gm26054,RNU6-30P
Gm24611,RNU6-214P
Gm25266,RN7SKP39
Gm22005,RNU4-80P
Hist2h2ac,HIST2H2AC
Snord35a,SNORD35A
Ctss,CTSS
Gnb4,GNB4
Trav7d-3,TRAV12-3
Scarna13,SCARNA13
Map3k6,MAP3K6
Gm26243,RNU6-8
Gm23614,RNU6-477P
Gm23614,RNU6-616P
Gm23614,RNU6-176P
Nuak1,NUAK1
Gm24649,RNA5SP239
Igsf10,IGSF10
Gm25338,RNU6ATAC16P
Gpx7,GPX7
Entpd4b,ENTPD4
Prr23a1,PRR23B
Prr23a1,PRR23C
Prr23a1,PRR23A
Gm23469,RNU6-604P
Gmeb1,GMEB1
Phlpp2,PHLPP2
Chrna5,CHRNA5
Pde12,PDE12
Cdc42,CDC42
Kdelr1,KDELR1
Rcc1,RCC1
Fam19a5,FAM19A5
Scarna3a,SCARNA3
Gm26181,RNU6-247P
Brdt,BRDT
Gm22262,RN7SKP93
Arpp19,ARPP19
0610037L13Rik,C1orf123
Olfr782,OR6C6
Gm25205,RNU6-587P
Gm25205,RNU6-590P
Msh3,MSH3
F8a,F8A1
Zfp654,ZNF654
Tsc22d2,TSC22D2
n-R5s160,RNA5SP309
Trav14-2,TRAV23DV6
Gal3st4,GAL3ST4
Gm25625,RNA5SP471
Ifi44,IFI44
Gm23723,SNORA41B
Gm23723,SNORA41
Pde6d,PDE6D
P2ry13,P2RY13
Hormad1,HORMAD1
Lysmd1,LYSMD1
Adamtsl3,ADAMTSL3
Ap5m1,AP5M1
Stab2,STAB2
n-R5s196,RNA5SP351
n-R5s196,RNA5SP474
n-R5s196,RNA5SP505
Gm23262,SNORD97
Hoxa5,HOXA5
Aadacl4,AADACL4
Spdye4a,SPDYE6
Spdye4a,SPDYE2B
Spdye4a,SPDYE2
Spdye4a,SPDYE3
Gm23846,RNU6-525P
Gm23846,RNU6-485P
Gm23846,RNU6-1267P
Gm23775,RN7SKP216
Gm23775,RN7SKP73
Snora64,SNORA64
Paqr3,PAQR3
Fbxw7,FBXW7
Gm25294,RNU6-1286P
Spata6,SPATA6
Gm24539,SNORA25
S100a9,S100A9
Homer2,HOMER2
B3galnt1,B3GALNT1
Ccnk,CCNK
Cp,CP
Anapc7,ANAPC7
Gm22560,RNA5SP364
Apol7c,APOL3
Apol7c,APOL4
Apol7c,APOL2
Apol7c,APOL1
Gm23925,SNORA71D
Gm23966,RNU6-988P
Saal1,SAAL1
Gm23392,RNA5SP105
Iqcj,IQCJ
Fbxo8,FBXO8
Snord55,SNORD55
Gm37240,ARFIP1
Zfp612,ZNF23
Gm22080,RNU6-892P
Dmbx1,DMBX1
Rnu73b,SNORD73B
Gm22995,RNU6-567P
Gm22995,RNU6-905P
Tti2,TTI2
Gm26109,SNORD63
Gm26084,RNU6-280P
Celf3,CELF3
Gbp8,GBP6
Mrpl9,MRPL9
C1qb,C1QB
Clec4d,CLEC4D
Gm24178,RNU6-859P
Umps,UMPS
Snord11,SNORD11
Tbc1d9b,TBC1D9B
Gm23865,RNU6-135P
Gm23848,RNU6-407P
Gm24552,RNU6-466P
Rptn,RPTN
Sycp3,SYCP3
Gm22265,RNU5A-8P
Srrm4,SRRM4
Gm25935,RNU6-1124P
Myh9,MYH9
Gm24615,SNORA20B
Gm23013,RNU6-764P
Mmp10,MMP10
Gm23773,RN7SKP265
Hsd3b2,HSD3B2
Hsd3b2,HSD3B1
Gm26441,RNU6-1332P
Gm26441,RNU6-263P
Gm26441,RNU6-838P
Gm26441,RNU6-487P
Gm26441,RNU6-329P
Gm26441,RNU6-1108P
Evi5,EVI5
Gm22563,RN7SKP66
Adal,ADAL
Dnajb6,DNAJB6
Id3,ID3
Tex38,TEX38
Gm7682,PRAMEF12
Gm7682,PRAMEF1
Gm7682,PRAMEF11
Gm7682,PRAMEF2
Gm7682,PRAMEF6
Gm7682,PRAMEF7
Gm7682,PRAMEF10
Gm7682,PRAMEF4
Gm7682,PRAMEF27
Gm7682,PRAMEF25
Gm7682,PRAMEF26
Gm7682,PRAMEF9
Gm7682,PRAMEF13
Gm7682,PRAMEF18
Gm7682,PRAMEF5
Gm7682,PRAMEF14
Gm7682,PRAMEF15
Gm7682,PRAMEF8
Gm7682,PRAMEF33
Gm7682,PRAMEF19
Gm7682,PRAMEF17
Gm7682,PRAMEF20
Hoxa2,HOXA2
Gcn1l1,GCN1
Pmvk,PMVK
Gm24690,RNA5SP328
Klhl24,KLHL24
Mlc1,MLC1
Gm24940,RNU6ATAC14P
Zbtb2,ZBTB2
Abcf3,ABCF3
Gm22970,RNU2-46P
Gm22970,RNU2-60P
Gm24737,RNU6-1220P
Aadacl2,AADACL2
Ndufa6,NDUFA6
Trav6-2,TRAV9-2
Gm24499,RNU6-908P
Krtcap2,KRTCAP2
Gm24316,RNU6-85P
n-R5s43,RNA5SP376
n-R5s43,RNA5SP377
Gm24067,SNORD105
Ascl1,ASCL1
n-R5s152,RNA5SP229
n-R5s152,RNA5SP482
Schip1,IQCJ-SCHIP1
Ciart,CIART
Echdc2,ECHDC2
Ccdc158,CCDC158
Gm23851,RNU6-416P
Rxfp1,RXFP1
Sergef,SERGEF
Gm22286,RNU6-33P
Gm23515,RNU6-628P
Dcst2,DCST2
Hspa4l,HSPA4L
Gm22528,RNU6-380P
Kif4,KIF4B
Gm26330,SNORD46
3110040N11Rik,C15orf40
Abcd4,ABCD4
Gm26185,RN7SKP248
Gm27639,RNU4-48P
Ufsp2,UFSP2
Gm25054,RNU6-543P
Trav7d-5,TRAV12-3
Pm20d2,PM20D2
Mycbpap,MYCBPAP
Gm24573,RNA5SP289
Gm24573,RNA5SP163
Lmbr1,LMBR1
Gm22331,SNORA68
Mgat4b,MGAT4B
Adssl1,ADSSL1
Apol10b,APOL3
Apol10b,APOL4
Apol10b,APOL2
Apol10b,APOL1
Gm22767,SCARNA1
Msi1,MSI1
Gsta1,GSTA3
Tmc1,TMC1
Gm25793,RNU6-1059P
n-R5s27,RNA5SP171
Gm26274,RN7SKP99
Gm25681,RNU6-97P
Pkmyt1,PKMYT1
Rnu11,RNU11
Gm24765,RNU6-831P
Cav2,CAV2
Cpa4,CPA4
Trav7-3,TRAV12-3
Snord71,SNORD71
Dhrs3,DHRS3
n-R5s90,RNA5SP82
Gm22354,SNORD58B
Gm22986,SNORA61
Tm4sf4,TM4SF4
Pramef25,PRAMEF12
Pramef25,PRAMEF1
Pramef25,PRAMEF11
Pramef25,PRAMEF2
Pramef25,PRAMEF6
Pramef25,PRAMEF7
Pramef25,PRAMEF10
